epoch,train_bce,val_bce,train_mae,val_mae,sample_count,train_group_count,val_group_count
0.0,0.4432509354970053,0.6721115501189688,0.1604395009014872,0.2640455894604525,979.0,22.0,6.0
1.0,0.42991646403678985,0.8353000450369097,0.11551338591003966,0.25928988629732336,979.0,22.0,6.0
2.0,0.4327550956302434,0.8939754891925504,0.10948764801418448,0.263493857321487,979.0,22.0,6.0
3.0,0.41486154997179087,0.8569364055476355,0.10897576912441488,0.2580654444444129,979.0,22.0,6.0
4.0,0.3987249341639123,0.7989004344274916,0.11057559908329977,0.24993156269192987,979.0,22.0,6.0
5.0,0.3912270061845368,0.7511054375073268,0.11368252872126365,0.24264531772791592,979.0,22.0,6.0
6.0,0.3889133402568798,0.7286310447013257,0.11621039928863006,0.24002396408040183,979.0,22.0,6.0
7.0,0.3861921766735332,0.7278105381417395,0.11524348405542127,0.2393616478423273,979.0,22.0,6.0
