action_noise,controller_name,success_rate,avg_steps,avg_path_length,avg_blocked_moves,avg_total_reward,avg_path_efficiency,avg_hazard_failures,avg_hazard_collisions,avg_decision_time_ms
0.0,Risk-Aware Value MPC,0.7083333333333334,39.166666666666664,36.833333333333336,0.16666666666666666,11.8225,0.6407908214973431,0.0,0.0,7.342849471567706
0.0,Value MPC,0.7083333333333334,38.833333333333336,26.0,0.16666666666666666,13.658333333333331,0.6600025879917184,0.0,0.0,4.671900773322149
0.0,Dynamic A*,0.7916666666666666,33.666666666666664,30.666666666666668,0.4166666666666667,16.357916666666668,0.7578286749482402,0.0,0.0,3.2291773522291614
0.08,Risk-Aware Value MPC,0.6875,38.9375,35.59375,0.17708333333333334,11.294583333333334,0.5883779192966786,0.041666666666666664,0.041666666666666664,7.281363181055269
0.08,Value MPC,0.7291666666666666,37.635416666666664,29.46875,0.1875,13.774479166666666,0.6483370973737307,0.03125,0.03125,4.6206044687007815
0.08,Dynamic A*,0.75,34.760416666666664,31.645833333333332,0.4583333333333333,14.217083333333335,0.6754129980872449,0.041666666666666664,0.041666666666666664,3.2084271071558383
0.16,Risk-Aware Value MPC,0.6354166666666666,40.020833333333336,35.8125,0.3333333333333333,8.768125,0.5245195250620498,0.08333333333333333,0.08333333333333333,7.260160559710633
0.16,Value MPC,0.7604166666666666,37.78125,32.0625,0.20833333333333334,14.321458333333332,0.6440516833713731,0.03125,0.03125,4.586449235170749
0.16,Dynamic A*,0.7395833333333334,34.833333333333336,31.552083333333332,0.5416666666666666,13.861250000000004,0.6585294149683003,0.052083333333333336,0.052083333333333336,3.1941172974255383
